"","carat","cut","color","clarity","depth","table","price","x","y","z"
"2462",0.7,"Ideal","G","VVS2",60.6,56,3191,5.69,5.82,3.49
"2615",0.72,"Ideal","E","VS2",61.3,57,3223,5.76,5.79,3.54
"4088",0.9,"Very Good","D","SI2",60.3,63,3534,6.12,6.22,3.72
"4184",0.91,"Ideal","G","SI2",62.7,57,3557,6.15,6.19,3.87
"1192",0.72,"Very Good","G","VVS2",62.2,57,2933,5.67,5.72,3.54
"137",0.71,"Very Good","F","VS1",60.1,62,2765,5.74,5.77,3.46
"979",0.81,"Ideal","G","SI2",62.2,57,2894,5.96,6,3.72
"3903",0.9,"Premium","G","SI2",59.9,58,3492,6.22,6.27,3.74
"1009",0.79,"Ideal","G","SI1",62.3,57,2898,5.9,5.85,3.66
"4256",0.9,"Premium","D","SI2",58.8,59,3579,6.28,6.24,3.68
"1433",0.7,"Ideal","E","VS1",60.5,56,2973,5.74,5.79,3.49
"463",0.7,"Premium","E","VS2",62.4,61,2818,5.66,5.63,3.52
"1462",0.7,"Ideal","E","VS2",61.5,57,2980,5.67,5.78,3.52
"300",0.8,"Very Good","H","VS2",63.4,60,2797,5.92,5.82,3.72
"1666",0.72,"Premium","E","VS2",62.5,59,3024,5.73,5.7,3.57
"3814",0.55,"Ideal","D","VVS2",60.8,56,3468,5.29,5.32,3.23
"3418",0.36,"Good","H","VS2",63.7,55,568,4.49,4.52,2.87
"2874",0.9,"Fair","E","VS1",67.6,56,3276,5.94,5.9,4
"538",0.72,"Good","D","VS2",64,54,2827,5.68,5.7,3.64
"1142",0.71,"Very Good","E","VS2",63.7,58,2922,5.6,5.64,3.58
"3656",0.85,"Ideal","E","SI2",60.7,55,3441,6.14,6.19,3.74
"3271",1,"Good","I","SI1",64.3,57,3360,6.29,6.25,4.03
"3108",0.69,"Very Good","G","VVS1",60.8,55,3323,5.74,5.77,3.5
"2369",0.9,"Good","I","SI1",63.5,59,3176,6.05,6.1,3.86
"1673",0.59,"Ideal","E","VVS2",61.8,57,3026,5.35,5.4,3.32
"2316",0.71,"Ideal","G","VVS1",62.1,56,3167,5.72,5.84,3.59
"4231",0.91,"Very Good","D","SI2",58.3,60,3573,6.33,6.4,3.71
"3789",0.74,"Ideal","G","VVS2",62.2,57,3462,5.75,5.79,3.59
"4584",0.82,"Ideal","G","VS1",61.5,56,3652,6.01,6.05,3.71
"1676",1.02,"Fair","J","SI1",66.8,55,3027,6.25,6.18,4.15
"2926",1.01,"Very Good","G","I1",62.4,59,3288,6.35,6.41,3.98
"513",0.71,"Premium","E","VS2",62.3,58,2823,5.71,5.66,3.54
"3156",0.9,"Very Good","I","VS2",58.4,62,3334,6.29,6.35,3.69
"2852",0.71,"Ideal","E","VS1",59.7,57,3272,5.84,5.86,3.49
"2475",1,"Good","H","SI2",62,64,3192,6.43,6.29,3.94
"3865",0.9,"Premium","G","SI2",62.4,55,3478,6.17,6.13,3.84
"3623",0.8,"Good","F","VS2",63.2,55,3429,5.88,5.9,3.72
"14",0.31,"Ideal","J","SI2",62.2,54,344,4.35,4.37,2.71
"995",0.76,"Premium","E","SI1",61.1,58,2897,5.91,5.85,3.59
"1714",0.32,"Premium","G","VS2",62.5,60,561,4.32,4.38,2.72
"1638",0.7,"Very Good","G","VS1",60.1,60,3017,5.73,5.76,3.45
"2198",0.9,"Very Good","E","SI2",59.5,61,3139,6.24,6.3,3.73
"3511",1.14,"Fair","J","SI2",64.4,55,3403,6.56,6.54,4.22
"4726",0.33,"Premium","I","SI1",61.4,58,572,4.5,4.46,2.75
"3632",0.71,"Ideal","G","VS1",61.7,57,3431,5.7,5.75,3.53
"2792",0.78,"Very Good","D","SI1",62.5,58,3258,5.86,5.89,3.67
"4418",1.01,"Good","E","SI2",63.9,58,3611,6.37,6.31,4.05
"1416",0.9,"Ideal","G","SI2",62.4,57,2968,6.16,6.13,3.84
"990",0.77,"Ideal","D","SI2",62.1,56,2896,5.83,5.89,3.64
"1870",0.92,"Good","J","SI2",59,63,3070,6.3,6.35,3.73
"1268",0.9,"Fair","I","SI2",66.4,60,2948,5.92,5.86,3.91
"618",0.71,"Premium","F","VS1",59.2,58,2839,5.87,5.82,3.46
"1215",0.83,"Very Good","F","SI2",61.9,56,2939,5.99,6.02,3.72
"4440",0.73,"Good","F","VVS2",59.5,61,3616,5.8,5.83,3.46
"689",0.58,"Very Good","E","IF",60.6,59,2852,5.37,5.43,3.27
"1480",0.77,"Very Good","G","VS1",62.8,58,2986,5.78,5.84,3.65
"3239",0.94,"Fair","H","SI2",66,50.1,3353,6.13,6.17,4.06
"564",0.71,"Premium","G","VVS2",62.1,57,2832,5.75,5.65,3.54
"1698",0.91,"Good","I","SI2",60.2,59,3034,6.24,6.29,3.77
"1913",0.79,"Very Good","D","SI2",63.2,57,3081,5.81,5.86,3.69
"2072",0.9,"Good","I","VS2",62.4,65,3107,6.12,6.09,3.81
"3897",0.9,"Very Good","G","SI2",61.4,58,3489,6.16,6.21,3.8
"264",0.71,"Premium","E","SI1",59.2,59,2792,5.83,5.86,3.46
"4746",0.8,"Ideal","D","SI2",61.9,54,3682,5.98,5.96,3.7
"2479",0.73,"Ideal","F","VVS2",62.2,54,3193,5.8,5.75,3.59
"4980",1.01,"Good","E","SI2",63.9,58,3737,6.37,6.31,4.05
"1729",0.32,"Ideal","G","VS2",61.8,57,561,4.37,4.4,2.71
"3260",0.7,"Very Good","E","VS1",60.7,57,3358,5.72,5.75,3.48
"2932",0.71,"Ideal","H","IF",61.1,56,3290,5.74,5.78,3.52
"2450",0.77,"Ideal","E","SI1",61.6,57,3189,5.87,5.91,3.63
"3109",0.71,"Very Good","F","VS2",63,54,3323,5.7,5.72,3.6
"195",0.7,"Premium","E","SI1",61.2,57,2777,5.73,5.68,3.49
"1503",0.7,"Ideal","G","VVS2",63,55,2993,5.65,5.69,3.57
"970",0.82,"Very Good","G","SI2",62.5,56,2893,5.99,6.04,3.76
"1221",0.8,"Premium","E","SI2",59.9,58,2939,6.03,5.96,3.59
"1233",0.8,"Good","F","SI1",63.8,59,2941,5.83,5.87,3.73
"2065",0.32,"Premium","I","VVS2",61.9,59,561,4.35,4.38,2.7
"4667",1.13,"Ideal","H","SI2",60.6,57,3670,6.79,6.77,4.11
"4115",0.78,"Premium","E","VS1",62.2,58,3538,5.9,5.86,3.66
"4660",1.17,"Premium","H","I1",62.8,58,3669,6.71,6.69,4.21
"4370",1.16,"Ideal","I","SI2",62.8,57,3605,6.8,6.64,4.22
"4139",0.77,"Ideal","G","VS2",62.1,56,3544,5.84,5.88,3.64
"3806",0.72,"Ideal","E","VS1",62.5,57,3465,5.73,5.76,3.59
"2877",1,"Ideal","I","SI2",62.5,56,3276,6.38,6.35,3.98
"3587",0.9,"Good","E","SI2",61.9,62,3422,6.14,6.18,3.81
"1116",0.73,"Very Good","H","VS1",60.8,57,2916,5.8,5.83,3.54
"1452",0.81,"Ideal","F","SI1",61.9,57,2977,5.98,6.01,3.71
"4174",0.75,"Ideal","E","VS1",62.5,57,3555,5.8,5.85,3.64
"634",0.52,"Ideal","F","VVS1",61.2,56,2841,5.19,5.21,3.18
"2739",0.52,"Ideal","D","VVS1",62,57,3247,5.17,5.15,3.2
"1273",0.76,"Ideal","E","SI1",61.7,57,2949,5.84,5.89,3.62
"693",0.91,"Very Good","I","SI1",63.5,57,2852,6.12,6.07,3.87
"843",0.79,"Premium","E","SI2",61,58,2868,5.96,5.9,3.62
"1750",0.71,"Ideal","F","VS1",62.7,57,3041,5.66,5.7,3.56
"1917",0.8,"Very Good","F","SI1",63.5,58,3082,5.89,5.85,3.73
"1504",0.7,"Ideal","F","VS1",62.4,55,2993,5.65,5.7,3.54
"4513",1.02,"Fair","F","SI2",66.6,58,3633,6.21,6.14,4.11
"4546",1,"Premium","G","SI2",63,56,3640,6.37,6.33,4
"4151",0.91,"Premium","F","SI2",61,51,3546,6.24,6.21,3.8
"2831",0.91,"Ideal","J","VS1",60.7,57,3267,6.23,6.26,3.79
"997",0.72,"Ideal","E","SI1",62.5,55,2897,5.69,5.74,3.57
"650",0.81,"Ideal","F","SI2",62.1,57,2843,5.91,5.95,3.68
"2428",0.73,"Very Good","D","VS2",63.5,58,3182,5.68,5.72,3.62
"1223",0.82,"Premium","H","VS2",62.6,59,2939,5.99,5.93,3.73
"37",0.23,"Good","E","VS1",64.1,59,402,3.83,3.85,2.46
"2473",0.76,"Ideal","E","VS2",61.5,56,3192,5.92,5.89,3.63
"982",0.7,"Very Good","F","VS1",61.8,59,2895,5.66,5.76,3.53
"22",0.23,"Very Good","E","VS2",63.8,55,352,3.85,3.92,2.48
"2568",0.91,"Fair","F","SI2",64.9,56,3210,6.08,6.05,3.94
"989",0.73,"Ideal","E","SI2",61.5,55,2896,5.82,5.86,3.59
"2580",0.78,"Ideal","D","SI1",61.1,57,3214,5.95,5.97,3.64
"366",0.71,"Very Good","F","VS1",60,57,2807,5.84,5.9,3.52
"1470",0.9,"Fair","E","SI2",65.8,59,2982,6.03,5.98,3.95
"2076",0.77,"Ideal","F","SI1",61.5,56,3108,5.89,5.95,3.64
"507",0.7,"Ideal","D","SI1",61.8,56,2822,5.73,5.63,3.51
"1856",0.85,"Very Good","D","SI2",61.4,60,3066,6.05,6.13,3.74
"2996",0.9,"Good","G","SI2",63.8,59,3303,6.02,6.05,3.85
"27",0.24,"Premium","I","VS1",62.5,57,355,3.97,3.94,2.47
"671",0.77,"Premium","G","VS1",61.4,58,2846,5.94,5.89,3.63
"4535",1,"Premium","F","SI2",59.8,58,3640,6.53,6.48,3.89
"2416",0.72,"Ideal","H","VVS1",60.8,58,3180,5.77,5.8,3.52
"3818",0.77,"Ideal","H","VS1",61.3,56,3468,5.91,5.97,3.64
"4921",1.21,"Good","E","I1",63.3,63,3726,6.67,6.72,4.24
"1420",0.7,"Good","F","VS1",63.8,58,2970,5.58,5.61,3.57
"3603",0.93,"Good","G","SI2",64.5,56.3,3425,6.08,6.14,3.94
"2344",0.75,"Ideal","G","SI1",61.8,55,3171,5.81,5.84,3.6
"1905",1,"Very Good","E","I1",62.3,58,3080,6.33,6.38,3.96
"4372",0.73,"Very Good","G","VVS1",62.9,59,3606,5.7,5.78,3.61
"4185",0.91,"Ideal","G","SI2",61.8,56,3557,6.21,6.24,3.85
"2814",1,"Good","F","SI2",63.6,62,3265,6.25,6.2,3.96
"3491",0.85,"Premium","D","SI2",58.5,60,3398,6.23,6.21,3.64
"811",0.71,"Ideal","D","SI1",61.7,57,2863,5.75,5.7,3.53
"3470",0.77,"Good","F","VS1",59.3,56,3393,5.98,6.03,3.56
"2970",0.78,"Very Good","D","VS2",58.5,56,3298,6.08,6.12,3.57
"1908",1,"Premium","H","SI2",59.4,60,3080,6.49,6.4,3.83
"2827",0.9,"Good","F","SI2",64.3,57,3267,6.06,6.16,3.93
"4742",0.76,"Ideal","F","VS1",62.2,56,3680,5.83,5.87,3.64
"1748",0.92,"Premium","I","SI2",61.5,59,3040,6.27,6.21,3.84
"3803",0.56,"Ideal","D","VVS1",61.9,56,3465,5.28,5.32,3.28
"32",0.23,"Very Good","F","VS1",59.8,57,402,4.04,4.06,2.42
"2240",0.78,"Ideal","E","SI1",62.1,58,3146,5.86,5.9,3.65
"2784",0.73,"Ideal","D","VS2",61.9,56,3255,5.76,5.81,3.58
"3497",0.7,"Ideal","F","VS1",61.6,56,3399,5.65,5.72,3.5
"4855",0.71,"Ideal","F","VS1",61.9,56,3710,5.69,5.72,3.53
"1590",0.71,"Very Good","E","VS1",63.4,58,3009,5.64,5.68,3.59
"4169",1.04,"Ideal","I","SI2",61.9,56,3553,6.51,6.45,4.02
"1497",0.7,"Very Good","E","VS2",62.8,56,2992,5.66,5.68,3.56
"2140",0.72,"Ideal","H","VVS1",61.4,56,3124,5.79,5.77,3.55
"863",0.79,"Ideal","G","SI1",62.6,55,2871,5.91,5.95,3.71
"985",0.77,"Very Good","G","VS2",61.3,60,2896,5.81,5.91,3.59
"4879",0.9,"Very Good","E","SI2",61.6,58,3715,6.18,6.23,3.82
"4817",0.77,"Ideal","F","SI1",61.7,56,3702,5.85,5.91,3.63
"4425",0.9,"Fair","F","SI2",64.6,56,3613,6.01,6.07,3.9
"4127",1,"Fair","G","SI2",64.7,58,3541,6.24,6.19,4.02
"1147",0.72,"Very Good","E","VS2",63,57,2923,5.69,5.73,3.6
"4168",0.9,"Premium","F","SI2",60.7,59,3553,6.25,6.21,3.78
"3512",0.7,"Premium","E","IF",62.9,59,3403,5.66,5.59,3.4
"1004",0.79,"Ideal","G","SI1",61.1,57,2898,5.98,5.93,3.64
"4153",0.72,"Ideal","G","VS2",61,55,3547,5.81,5.83,3.55
"1909",1,"Premium","H","SI2",62.8,60,3080,6.46,6.34,4.02
"2645",0.81,"Ideal","E","VS2",60.4,57,3231,6.02,6.06,3.65
"1365",0.9,"Fair","J","VS1",64.6,58,2964,6.12,6.06,3.93
"315",0.76,"Fair","G","VS1",59,70,2800,5.89,5.8,3.46
"4148",1.01,"Good","E","SI2",63.9,58,3546,6.31,6.37,4.05
"2921",0.7,"Ideal","D","VS1",62.5,57,3287,5.64,5.68,3.54
"3057",0.34,"Very Good","F","SI1",59.4,62,566,4.54,4.59,2.71
"1697",0.91,"Ideal","I","SI2",61.6,57,3034,6.23,6.24,3.84
"626",0.83,"Premium","F","SI2",61.4,59,2840,6.08,6.04,3.72
"3434",0.72,"Ideal","E","VS2",61.5,56,3385,5.71,5.77,3.53
"149",0.7,"Very Good","D","SI1",61.1,58,2768,5.66,5.73,3.48
"4070",0.31,"Very Good","D","SI1",63,55,571,4.32,4.34,2.73
"3947",0.71,"Ideal","D","SI1",61.4,55,3502,5.78,5.82,3.56
"4415",0.75,"Ideal","F","SI1",60.8,57,3610,5.87,5.9,3.58
"142",0.71,"Premium","G","VS2",59.8,56,2766,5.89,5.81,3.5
"3883",0.9,"Good","H","SI1",63.1,63,3484,6.04,6.1,3.83
"1481",0.8,"Ideal","I","VS1",61.9,54.1,2986,5.92,5.98,3.69
"2882",1.18,"Very Good","E","I1",59.9,63,3278,6.85,6.8,4.09
"3398",0.3,"Ideal","H","VVS2",62.5,54,567,4.3,4.3,2.7
"344",0.71,"Very Good","E","VS2",64,57,2804,5.66,5.68,3.63
"1971",0.87,"Ideal","F","SI2",62.2,56,3090,6.03,6.13,3.78
"4999",1.08,"Good","J","SI2",63.2,59,3742,6.4,6.57,4.1
"2515",0.9,"Good","H","SI1",63.8,57,3201,6.07,6.13,3.89
"2820",1,"Fair","F","SI2",65.1,55,3265,6.26,6.23,4.07
"3889",0.75,"Premium","G","VVS2",62.5,56,3486,5.84,5.78,3.63
"4899",0.77,"Ideal","D","VS2",61.8,56,3721,5.84,5.9,3.63
"3499",0.9,"Good","E","SI1",64.3,62,3400,6,6.07,3.88
"501",0.71,"Ideal","D","SI1",60.2,56,2822,5.86,5.83,3.52
"1540",0.72,"Very Good","D","SI1",61.5,58,3001,5.74,5.78,3.54
"2474",0.91,"Good","H","VS2",63.8,59,3192,5.99,5.96,3.82
"3907",0.72,"Very Good","D","VS2",62.9,58,3493,5.67,5.71,3.58
"4196",0.93,"Very Good","I","VS2",63.5,57,3563,6.13,6.21,3.92
"861",0.9,"Premium","J","SI1",62.8,59,2871,6.13,6.03,3.82
"4697",1.01,"Premium","H","SI2",61.6,60,3676,6.22,6.18,3.82
"252",0.81,"Good","G","SI2",61,61,2789,5.94,5.99,3.64
"4717",0.28,"Very Good","F","VVS1",58.9,62,572,4.27,4.32,2.53
"3174",0.9,"Very Good","I","VS2",62,63,3338,6.13,6.03,3.77
"68",0.31,"Very Good","G","SI1",63.3,57,553,4.33,4.3,2.73
"3409",0.3,"Ideal","F","VS2",60.3,57,568,4.34,4.39,2.63
"956",0.8,"Ideal","F","SI1",61.5,54,2890,6.07,6,3.71
"3305",0.8,"Very Good","F","VS2",63.2,55,3369,5.9,5.88,3.72
"2781",0.74,"Ideal","H","VS1",62.1,55,3254,5.82,5.84,3.62
"1249",0.71,"Very Good","E","VS1",62.7,57,2946,5.69,5.73,3.58
"1899",0.75,"Good","D","SI1",63.6,58,3078,5.65,5.77,3.63
"3018",0.9,"Good","G","SI1",64.2,58,3307,6.01,6.04,3.87
"3633",0.71,"Ideal","G","VS1",61.6,55,3431,5.71,5.75,3.53
"808",0.71,"Premium","D","SI1",61,61,2863,5.82,5.75,3.53
"4318",0.9,"Good","E","SI2",61.6,61,3595,6.12,6.16,3.78
"781",0.9,"Very Good","J","SI2",63.6,58,2860,6.07,6.1,3.87
"1989",0.9,"Premium","H","SI1",62.4,56,3095,6.13,6.05,3.8
"4864",1.02,"Premium","I","VS2",61.1,59,3713,6.4,6.37,3.9
"3734",0.26,"Very Good","E","VVS2",60.5,55,569,4.1,4.16,2.5
"4328",1.01,"Fair","F","SI2",66.7,64,3597,6.14,6.05,4.06
"545",0.8,"Good","E","SI2",63.7,54,2829,5.91,5.87,3.75
"2880",0.92,"Good","D","SI2",57.8,63,3277,6.4,6.36,3.69
"4257",0.71,"Very Good","E","VVS2",61.5,61,3580,5.7,5.75,3.52
"3968",1.19,"Very Good","E","I1",60.2,61,3508,6.87,6.91,4.15
"3625",0.89,"Ideal","E","SI2",62.4,56,3429,6.04,6.08,3.78
"3250",0.89,"Very Good","F","SI2",60.2,60,3356,6.18,6.21,3.73
"3467",0.85,"Ideal","I","SI1",61.4,56,3392,6.06,6.12,3.74
"2296",0.71,"Ideal","D","VS2",62.5,55,3161,5.74,5.71,3.58
"2511",1.02,"Premium","H","I1",62.5,60,3199,6.41,6.39,4
"2116",0.7,"Ideal","F","SI1",61.9,55,3119,5.7,5.74,3.54
"2304",0.74,"Good","E","VS2",63.5,56,3163,5.75,5.8,3.67
"738",0.31,"Ideal","H","VS1",61.6,54.8,557,4.35,4.37,2.69
"3526",0.9,"Very Good","I","SI1",61,58,3407,6.19,6.23,3.79
"355",0.74,"Premium","F","VS2",61.9,56,2805,5.8,5.77,3.58
"2134",0.7,"Ideal","G","VVS1",62.3,57,3123,5.61,5.65,3.51
"1665",0.9,"Fair","H","SI1",65.6,57,3024,6.04,6.01,3.95
"1832",0.74,"Very Good","H","VVS1",62.4,57,3061,5.76,5.81,3.61
"786",0.62,"Ideal","G","VVS2",61.6,56,2861,5.45,5.48,3.37
"1667",0.75,"Good","D","SI1",63.6,58,3024,5.77,5.65,3.63
"2914",0.94,"Fair","H","SI1",68.4,53,3285,6.05,5.97,4.11
"1622",0.78,"Ideal","E","SI1",62.7,55,3014,5.9,5.87,3.69
"4677",1.06,"Premium","J","SI2",61.3,60,3672,6.52,6.59,4.02
"2248",0.91,"Good","G","SI2",62.5,60,3149,6.05,6.08,3.79
"3292",0.75,"Very Good","E","VS2",62.3,56,3365,5.79,5.84,3.62
"4570",0.8,"Ideal","E","VS2",62.2,57,3648,5.95,5.98,3.71
"3537",0.72,"Ideal","E","SI1",60.8,57,3409,5.77,5.8,3.52
"3351",0.91,"Premium","E","SI2",60,60,3379,6.28,6.23,3.75
"591",0.71,"Good","E","VS2",62.8,60,2836,5.6,5.65,3.53
"1798",0.71,"Very Good","E","VS2",59.9,59,3053,5.79,5.83,3.48
"4724",0.33,"Ideal","I","SI1",62.7,56,572,4.44,4.4,2.77
"3705",1,"Ideal","E","SI2",62.9,56,3450,6.32,6.3,3.97
"1575",0.71,"Ideal","I","VVS2",60.4,57,3007,5.78,5.81,3.5
"1315",0.72,"Ideal","F","VS2",62.6,56,2956,5.75,5.72,3.59
"819",0.72,"Premium","E","SI1",60.9,60,2863,5.78,5.74,3.51
"3457",0.78,"Ideal","D","SI1",62.2,55,3389,5.92,5.95,3.69
"4317",0.9,"Good","E","SI2",63.7,63,3595,6.05,6.1,3.87
"4743",0.9,"Very Good","G","SI1",63,57,3681,6.13,6.19,3.88
"4873",1.02,"Very Good","H","SI2",63.4,63,3713,6.36,6.32,4.02
"3577",0.71,"Very Good","D","VS1",62,61,3420,5.71,5.74,3.55
"4165",0.9,"Very Good","F","SI2",60.8,55,3552,6.25,6.28,3.81
"2743",0.61,"Ideal","F","VVS2",61.1,57,3248,5.47,5.49,3.34
"3602",0.91,"Ideal","G","SI2",62.2,57,3425,6.18,6.24,3.86
"1309",0.74,"Very Good","H","VS1",62.3,56,2956,5.75,5.78,3.59
"4294",0.91,"Ideal","F","SI2",60.9,57,3588,6.27,6.3,3.83
"3809",1.25,"Good","I","SI2",60.5,64,3465,6.91,6.82,4.15
"1357",0.75,"Ideal","E","SI1",61.7,56,2964,5.84,5.86,3.61
"4625",1.19,"Ideal","H","I1",61.5,57,3665,6.79,6.83,4.19
"2723",0.26,"Very Good","E","VVS2",60.8,61,564,4.12,4.13,2.51
"4991",1.06,"Premium","J","SI2",61.3,60,3740,6.59,6.52,4.02
"4950",1.01,"Good","G","SI1",64.3,55,3733,6.34,6.31,4.07
"4113",0.9,"Good","H","VS2",64,57,3538,6.14,6.11,3.92
"1927",0.8,"Premium","D","SI2",61.1,58,3082,5.94,5.9,3.62
"3197",1,"Premium","F","I1",62.4,59,3344,6.34,6.38,3.97
"2219",0.71,"Very Good","D","VS1",58.1,62,3145,5.84,5.89,3.41
"2837",0.75,"Very Good","F","VS1",57.9,62,3268,5.96,6,3.46
"4593",1.07,"Very Good","G","SI2",63.5,59,3655,6.52,6.46,4.12
"2767",0.9,"Ideal","I","SI1",60.8,57,3251,6.25,6.22,3.79
"4715",0.28,"Very Good","E","VVS2",64,54,572,4.11,4.17,2.65
"3245",0.71,"Ideal","H","IF",63,57,3354,5.68,5.72,3.59
"3984",1.04,"Premium","I","SI2",61.6,58,3512,6.58,6.47,4.02
"957",0.8,"Ideal","F","SI1",62.4,57,2890,5.9,5.87,3.67
"2348",1.03,"Premium","H","I1",61.1,60,3172,6.46,6.51,3.96
"3583",0.71,"Ideal","F","SI1",61.2,55,3421,5.76,5.8,3.54
"478",0.71,"Ideal","G","VS1",62.9,58,2820,5.66,5.69,3.57
"1448",0.79,"Ideal","F","SI1",62.5,57,2976,5.88,5.92,3.69
"381",0.7,"Good","F","VS1",62.8,61,2810,5.57,5.61,3.51
"1272",0.72,"Very Good","E","VS2",63,56,2949,5.66,5.73,3.59
"1011",0.7,"Very Good","F","SI1",61.9,58,2900,5.71,5.72,3.54
"3916",0.72,"Ideal","F","VS2",61.3,55,3495,5.78,5.83,3.56
"1377",0.7,"Very Good","E","VS1",61.3,56,2967,5.68,5.71,3.49
"3800",1,"Good","I","SI2",63.9,60,3465,6.26,6.3,4.01
"470",0.7,"Premium","E","VS1",59.6,57,2818,5.91,5.83,3.5
"1153",0.71,"Ideal","E","VS1",62.4,54,2923,5.71,5.74,3.57
"568",0.9,"Good","J","SI1",64.3,63,2832,6.05,6.01,3.88
"767",0.76,"Ideal","E","SI1",62.7,54,2858,5.88,5.83,3.67
"4626",1.27,"Very Good","I","I1",60.2,62,3665,7,7.05,4.23
"4700",0.9,"Ideal","J","IF",62.2,57,3677,6.17,6.14,3.83
"1058",0.31,"Premium","I","VS2",60.8,58,558,4.37,4.34,2.65
"1152",0.87,"Ideal","H","SI1",62.5,57,2923,6.13,6.06,3.81
"2030",0.7,"Premium","G","VVS1",61.2,56,3105,5.75,5.68,3.5
"26",0.23,"Very Good","G","VVS2",60.4,58,354,3.97,4.01,2.41
"3708",0.7,"Premium","G","VVS2",59.3,54,3450,5.89,5.78,3.46
"3289",0.91,"Premium","H","SI2",62.9,59,3363,6.15,6.12,3.86
"4368",0.79,"Ideal","E","VS2",61.8,56,3605,5.91,5.94,3.66
"1145",0.53,"Ideal","F","VVS1",61.6,56,2922,5.24,5.18,3.21
"1294",0.74,"Ideal","I","IF",62.1,53.9,2952,5.79,5.81,3.6
"4365",0.9,"Very Good","I","VS2",62.3,64,3605,6.1,6.13,3.81
"4866",0.92,"Very Good","G","SI2",62.4,60,3713,6.18,6.22,3.87
"4767",0.93,"Premium","G","SI2",62.2,55,3689,6.27,6.24,3.89
"76",0.26,"Very Good","F","VVS2",59.2,60,554,4.19,4.22,2.49
"57",0.3,"Premium","J","SI2",59.3,61,405,4.43,4.38,2.61
"188",0.71,"Premium","F","VS2",62.1,58,2777,5.67,5.7,3.53
"3040",0.3,"Very Good","G","VS1",60.2,62,565,4.3,4.31,2.59
"3990",0.8,"Premium","G","VS1",62.5,58,3514,5.9,5.94,3.7
"3699",0.9,"Very Good","E","SI2",64.2,54,3449,6.08,6.11,3.91
"237",0.83,"Very Good","I","VS1",61.1,60,2788,6.07,6.1,3.72
"2326",1.23,"Ideal","H","I1",61.6,55,3168,6.92,6.87,4.25
"347",0.72,"Ideal","F","VS1",61.7,57,2804,5.74,5.77,3.55
"3761",0.94,"Premium","F","SI2",62.4,58,3456,6.23,6.17,3.87
"2565",0.9,"Good","F","SI2",64.3,57,3210,6.16,6.06,3.93
"2251",1.03,"Premium","J","SI2",62.2,59,3149,6.42,6.4,3.99
"2941",0.86,"Very Good","G","SI1",62.9,55,3293,6.04,6.08,3.81
"1286",0.7,"Very Good","E","VS2",63.4,59,2952,5.63,5.67,3.58
"4904",0.91,"Ideal","E","SI2",61.1,58,3723,6.25,6.29,3.83
"1316",0.72,"Ideal","F","VS2",62.2,56,2956,5.75,5.73,3.57
"3297",0.71,"Very Good","D","VS2",61.9,59,3366,5.68,5.72,3.53
"1511",1.24,"Premium","J","I1",61.9,55,2994,6.92,6.85,4.26
"251",0.55,"Ideal","G","IF",60.9,57,2789,5.28,5.3,3.22
"4281",1,"Premium","H","SI2",61.3,57,3584,6.45,6.4,3.94
"3291",0.7,"Premium","D","VS1",62.5,59,3365,5.69,5.64,3.54
"3171",0.99,"Fair","I","SI1",60.7,66,3337,6.42,6.34,3.87
"1868",0.8,"Very Good","G","SI1",62.9,56,3070,5.88,5.95,3.72
"1966",0.73,"Ideal","G","SI1",61.9,55,3089,5.76,5.8,3.58
"713",0.98,"Fair","E","SI2",53.3,67,2855,6.82,6.74,3.61
"4782",0.74,"Ideal","F","VS1",62,54,3694,5.85,5.81,3.62
"3655",0.73,"Ideal","D","VS2",62,56,3440,5.74,5.78,3.57
"4634",1.03,"Premium","F","SI2",62.2,60,3668,6.47,6.45,4.02
"2918",0.91,"Good","G","SI1",64.3,60,3286,6.12,6.04,3.91
"3955",0.7,"Ideal","E","VS2",60.8,56,3504,5.74,5.78,3.5
"2459",0.89,"Premium","G","SI1",61.1,58,3190,6.24,6.17,3.79
"1529",0.87,"Premium","F","SI2",61.6,58,2999,6.14,6.1,3.77
"2734",0.7,"Very Good","F","VVS2",62.5,58,3247,5.63,5.67,3.53
"3896",0.77,"Good","D","VS2",63.1,57,3489,5.83,5.86,3.69
"2464",0.7,"Ideal","F","VVS2",62,55,3191,5.71,5.67,3.53
"2928",1.03,"Very Good","H","SI2",63.1,56,3288,6.43,6.38,4.04
"4554",0.77,"Very Good","D","VS1",62.4,58,3643,5.82,5.87,3.65
"3006",0.72,"Ideal","E","VS2",60.8,56,3304,5.81,5.84,3.54
"2624",0.8,"Premium","D","SI1",59.4,55,3226,6.06,6.02,3.59
"3464",1.06,"Premium","J","SI2",62.9,59,3391,6.43,6.39,4.03
"1766",0.75,"Very Good","D","SI1",59.7,62,3046,5.89,5.94,3.53
"412",0.34,"Ideal","I","VS1",62,56,555,4.5,4.53,2.8
"4701",0.9,"Ideal","I","VS1",61.6,56,3677,6.22,6.16,3.81
"1191",0.7,"Very Good","F","VVS2",63.2,58,2932,5.66,5.6,3.56
"3480",0.73,"Ideal","G","VVS2",62.1,56,3396,5.78,5.81,3.59
"2971",0.7,"Ideal","I","VS2",61.9,57,3298,5.68,5.73,3.53
"364",0.7,"Ideal","F","SI1",61.6,55,2806,5.72,5.74,3.53
"731",0.31,"Ideal","I","VVS1",61.6,55,557,4.36,4.41,2.7
